 ;ago/10;set/10;out/10;nov/10;dez/10;jan/11;fev/11;março 2011;abr/11;mai/11;jun/11;jul/11;ago/11;set/11;out/11;nov/11;dez/11;jan/12;fev/12;março 2012;abr/12;mai/12;jun/12;jul/12;ago/12;set/12;out/12;nov/12;dez/12;jan/13;fev/13;março 2013;abr/13;mai/13;jun/13;jul/13;ago/13;set/13;out/13;nov/13;dez/13;jan/14;fev/14;março 2014;abr/14;mai/14;jun/14;jul/14;ago/14;set/14;out/14;nov/14;dez/14;jan/15;fev/15;março 2015;abr/15;mai/15;jun/15;jul/15;ago/15;set/15;out/15;nov/15;dez/15;jan/16;fev/16;março 2016;abr/16;mai/16;jun/16;jul/16;ago/16;set/16;out/16;nov/16;dez/16;jan/17;fev/17;março 2017;abr/17;mai/17;jun/17;jul/17;ago/17;set/17;out/17;nov/17;dez/17;jan/18;fev/18;março 2018;abr/18;mai/18;jun/18;jul/18;ago/18;set/18;out/18;nov/18;dez/18;jan/19;fev/19;março 2019;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19;jan/20;fev/20;março 2020;abr/20;mai/20;jun/20;jul/20;ago/20;set/20;out/20;nov/20;dez/20;jan/21;fev/21;março 2021;abr/21;mai/21;jun/21;jul/21;ago/21;set/21;out/21;nov/21;dez/21;jan/22;fev/22;março 2022;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22
Brasil;0.04;0.45;0.75;0.83;0.63;0.83;0.8;0.79;0.77;0.47;0.15;0.16;0.37;0.53;0.43;0.52;0.5;0.56;0.45;0.21;0.64;0.36;0.08;0.43;0.41;0.57;0.59;0.6;0.79;0.86;0.6;0.47;0.55;0.37;0.26;0.03;0.24;0.35;0.57;0.54;0.92;0.55;0.69;0.92;0.67;0.46;0.4;0.01;0.25;0.57;0.42;0.51;0.78;1.24;1.22;1.32;0.71;0.74;0.79;0.62;0.22;0.54;0.82;1.01;0.96;1.27;0.9;0.43;0.61;0.78;0.35;0.52;0.44;0.08;0.26;0.18;0.3;0.38;0.33;0.25;0.14;0.31;-0.23;0.24;0.19;0.16;0.42;0.28;0.44;0.29;0.32;0.09;0.22;0.4;1.26;0.33;-0.09;0.48;0.45;-0.21;0.15;0.32;0.43;0.75;0.57;0.13;0.01;0.19;0.11;-0.04;0.1;0.51;1.15;0.21;0.25;0.07;-0.31;-0.38;0.26;0.36;0.24;0.64;0.86;0.89;1.35;0.25;0.86;0.93;0.31;0.83;0.53;0.96;0.87;1.16;1.25;0.95;0.73;0.54;1.01;1.62;1.06;0.47;0.67;-0.68;-0.36;-0.29;0.59;0.41;0.62
